participant_number,subexperiment_number,rest_time,time_subexperiment,accuracy_subexperiment,accuracy_total,answer_correct_subexperiment,answer_incorrect_subexperiment,feedback_score_subexperiment,trial_duration_1,trial_duration_2,trial_duration_3,trial_duration_4,trial_duration_mean,performance_subexperiment,feedback_score_tutorial_1,feedback_score_tutorial_2,feedback_score_tutorial_3,feedback_score_rest_1
2,1,300.00599999999986,121.68100000000004,50.0,46.875,2,2,5,45.052000000000135,11.149999999999864,33.85400000000004,28.17800000000011,29.558500000000038,1.6915608031530673,1,3,8,1
2,2,300.00599999999986,109.62699999999995,75.0,46.875,3,1,4,42.835000000000036,31.192999999999984,12.032999999999902,25.688000000000102,27.937250000000006,2.684587781546143,1,3,8,1
2,3,300.00599999999986,140.31499999999983,25.0,46.875,1,3,7,39.246999999999844,31.576000000000022,40.256000000000085,31.654999999999973,35.68349999999998,0.7006039205795399,1,3,8,1
2,4,300.00599999999986,89.45800000000008,25.0,46.875,1,3,7,15.026000000000067,22.374000000000024,23.822999999999865,30.13000000000011,22.838250000000016,1.0946548006086272,1,3,8,1
2,5,300.00599999999986,144.34500000000003,25.0,46.875,1,3,7,28.631999999999834,35.16100000000006,42.17000000000007,40.552000000000135,36.628750000000025,0.6825239736545742,1,3,8,1
2,6,300.00599999999986,126.91899999999987,75.0,46.875,3,1,7,25.311999999999898,34.152000000000044,22.338999999999942,47.71799999999985,32.38024999999993,2.316226712270602,1,3,8,1
2,7,300.00599999999986,122.38200000000006,75.0,46.875,3,1,6,37.70900000000029,18.524999999999636,34.03500000000031,33.766999999999825,31.009000000000015,2.418652649230867,1,3,8,1
2,8,300.00599999999986,126.63200000000006,25.0,46.875,1,3,7,33.31800000000021,20.679999999999836,27.38700000000017,45.246999999999844,31.658000000000015,0.7896898098426934,1,3,8,1
3,1,300.0095,92.54500000000007,25.0,78.125,1,3,6,15.986999999999853,21.585000000000036,30.735000000000127,38.3119999999999,26.65474999999998,0.9379191326123869,4,1,7,1
3,2,300.0095,55.68599999999992,100.0,78.125,4,0,2,25.40000000000009,9.707999999999856,9.07100000000014,15.042999999999893,14.805499999999995,6.7542467326331455,4,1,7,1
3,3,300.0095,95.07400000000007,75.0,78.125,3,1,3,19.124000000000024,31.988000000000056,19.909999999999854,29.64500000000021,25.166750000000036,2.980122582375551,4,1,7,1
3,4,300.0095,93.19999999999982,100.0,78.125,4,0,2,34.677999999999884,10.586999999999989,33.5630000000001,16.843999999999824,23.91799999999995,4.18095158458066,4,1,7,1
3,5,300.0095,78.32200000000012,75.0,78.125,3,1,3,15.993000000000166,19.412000000000035,13.63299999999981,32.759000000000015,20.449250000000006,3.6676161717422393,4,1,7,1
3,6,300.0095,93.39200000000005,75.0,78.125,3,1,4,13.286000000000058,22.810999999999922,23.479000000000042,39.11000000000013,24.671500000000037,3.03994487566625,4,1,7,1
3,7,300.0095,69.53499999999985,75.0,78.125,3,1,6,12.649999999999864,17.182999999999993,21.610000000000127,22.479000000000042,18.480500000000006,4.058331755093205,4,1,7,1
3,8,300.0095,82.37299999999982,100.0,78.125,4,0,7,15.670999999999822,21.593000000000075,31.396999999999935,13.711999999999989,20.593249999999955,4.85596008400812,4,1,7,1
4,1,300.0152999999999,128.1916,75.0,84.375,3,1,4,36.62760000000003,30.31549999999993,32.14350000000002,26.01679999999999,31.27584999999999,2.398016360866292,5,1,7,4
4,2,300.0152999999999,80.10100000000011,100.0,84.375,4,0,3,26.881000000000085,21.955999999999904,16.11200000000008,18.595000000000027,20.886000000000024,4.787896198410413,5,1,7,4
4,3,300.0152999999999,132.47000000000003,50.0,84.375,2,2,5,26.55399999999986,35.00700000000006,44.77600000000007,29.345000000000027,33.920500000000004,1.474034875665158,5,1,7,4
4,4,300.0152999999999,135.61299999999983,100.0,84.375,4,0,5,37.557000000000016,45.200999999999794,27.93300000000022,28.88499999999999,34.894000000000005,2.8658222043904393,5,1,7,4
4,5,300.0152999999999,99.10299999999984,100.0,84.375,4,0,6,26.011999999999944,28.71900000000005,19.759000000000015,30.49499999999989,26.246249999999975,3.81006810496738,5,1,7,4
4,6,300.0152999999999,100.94200000000001,75.0,84.375,3,1,7,42.55799999999999,13.076999999999998,20.829999999999927,27.48700000000008,25.988,2.8859473603201478,5,1,7,4
4,7,300.0152999999999,98.49499999999989,75.0,84.375,3,1,7,12.75,32.61799999999994,33.35699999999997,22.700000000000045,25.35624999999999,2.9578506285432598,5,1,7,4
4,8,300.0152999999999,113.47700000000009,100.0,84.375,4,0,8,30.037000000000035,35.75,34.9670000000001,12.722999999999956,28.369250000000022,3.5249433805969463,5,1,7,4
10,1,300.0045,169.0250000000001,75.0,68.75,3,1,3,42.87000000000012,38.500999999999976,15.807999999999993,23.40000000000009,30.144750000000045,2.4879954220884195,1,1,7,1
10,2,300.0045,92.92099999999982,75.0,68.75,3,1,4,28.159999999999854,27.248000000000047,25.673000000000002,31.45600000000013,28.13425000000001,2.6657899179825293,1,1,7,1
10,3,300.0045,184.56799999999998,0.0,68.75,0,4,6,47.65599999999995,41.21499999999992,47.697000000000116,51.27999999999997,46.96199999999999,0.0,1,1,7,1
10,4,300.0045,122.03199999999993,100.0,68.75,4,0,5,23.336000000000013,32.40499999999997,36.049999999999955,35.84999999999991,31.910249999999962,3.13378929967644,1,1,7,1
10,5,300.0045,157.93900000000008,100.0,68.75,4,0,4,44.011000000000195,37.562999999999874,45.72900000000004,33.78899999999999,40.273000000000025,2.4830531621682006,1,1,7,1
10,6,300.0045,116.29199999999992,50.0,68.75,2,2,6,35.67399999999998,26.462999999999965,26.263000000000147,31.958999999999833,30.08974999999998,1.6616954278450315,1,1,7,1
10,7,300.0045,104.90600000000018,75.0,68.75,3,1,3,23.70900000000006,18.713999999999942,31.996000000000095,33.69399999999996,27.028250000000014,2.7748744369317273,1,1,7,1
10,8,300.0045,138.31500000000005,75.0,68.75,3,1,4,26.8449999999998,26.144000000000233,47.68899999999985,37.63700000000017,34.578750000000014,2.1689621516104536,1,1,7,1
15,1,300.00249999999994,174.07399999999984,75.0,62.5,3,1,7,50.61900000000014,18.80099999999993,39.91599999999994,37.218000000000075,36.63850000000002,2.0470270344037,2,1,6,3
15,2,300.00249999999994,105.14300000000003,50.0,62.5,2,2,8,50.085000000000036,13.327999999999975,17.103000000000065,32.16300000000001,28.169750000000022,1.7749536293364323,2,1,6,3
15,3,300.00249999999994,167.7829999999999,75.0,62.5,3,1,9,47.266999999999825,31.153999999999996,43.05000000000018,50.22000000000003,42.92275000000001,1.7473251364369706,2,1,6,3
15,4,300.00249999999994,127.3599999999999,100.0,62.5,4,0,7,39.221000000000004,42.19899999999984,31.202999999999975,19.10900000000015,32.93299999999999,3.036467980445147,2,1,6,3
15,5,300.00249999999994,151.72399999999993,75.0,62.5,3,1,9,50.23699999999985,32.53300000000013,31.15300000000002,40.89300000000003,38.70400000000001,1.9377842083505576,2,1,6,3
15,6,300.00249999999994,121.98799999999983,50.0,62.5,2,2,9,11.322999999999865,36.59899999999993,25.605999999999995,51.003000000000156,31.132749999999987,1.6060258088347485,2,1,6,3
15,7,300.00249999999994,129.42499999999973,25.0,62.5,1,3,9,21.057999999999993,43.12699999999995,31.53800000000001,35.58100000000013,32.82600000000002,0.7615914214342285,2,1,6,3
15,8,300.00249999999994,126.25599999999986,50.0,62.5,2,2,9,17.460999999999785,33.152000000000044,37.11299999999983,38.5300000000002,31.563999999999965,1.584083132682805,2,1,6,3
16,1,300.0060000000001,132.40499999999997,75.0,68.75,3,1,3,22.014000000000124,17.745999999999867,39.093000000000075,19.003999999999905,24.464249999999993,3.0656979061283307,1,1,5,2
16,2,300.0060000000001,54.61400000000003,100.0,68.75,4,0,2,20.013000000000147,9.212999999999965,12.410000000000082,17.60199999999986,14.809500000000014,6.752422431547311,1,1,5,2
16,3,300.0060000000001,72.32999999999993,75.0,68.75,3,1,3,11.91800000000012,23.139999999999873,26.42100000000005,13.89799999999991,18.844249999999988,3.979993897342693,1,1,5,2
16,4,300.0060000000001,77.66500000000019,75.0,68.75,3,1,4,19.75500000000011,21.177999999999884,26.937000000000126,13.16599999999994,20.259000000000015,3.702058344439506,1,1,5,2
16,5,300.0060000000001,81.91300000000001,75.0,68.75,3,1,5,24.391000000000076,27.452999999999975,16.791999999999916,15.947000000000116,21.14575000000002,3.5468120071409115,1,1,5,2
16,6,300.0060000000001,60.605999999999995,75.0,68.75,3,1,6,13.787000000000035,18.876999999999953,15.130999999999858,17.17600000000016,16.24275,4.617444706099644,1,1,5,2
16,7,300.0060000000001,59.15099999999984,75.0,68.75,3,1,6,9.22199999999998,11.628999999999905,25.055000000000064,15.523999999999887,15.357499999999959,4.883607357968432,1,1,5,2
16,8,300.0060000000001,61.825000000000045,0.0,68.75,0,4,7,23.922000000000025,4.207000000000107,9.218000000000075,24.477999999999838,15.456250000000011,0.0,1,1,5,2
20,1,300.00699999999995,184.24399999999991,75.0,75.0,3,1,4,24.554999999999836,35.677000000000135,46.909999999999854,28.27300000000014,33.85374999999999,2.2154118819923947,3,2,8,1
20,2,300.00699999999995,124.048,100.0,75.0,4,0,4,29.365999999999985,30.412000000000035,22.423000000000002,44.83399999999983,31.758749999999964,3.1487385366237683,3,2,8,1
20,3,300.00699999999995,122.94100000000003,75.0,75.0,3,1,4,31.187000000000126,30.44100000000003,30.208999999999833,33.39499999999998,31.307999999999993,2.3955538520505946,3,2,8,1
20,4,300.00699999999995,109.7170000000001,75.0,75.0,3,1,4,43.7030000000002,20.478999999999814,31.25200000000018,16.144000000000005,27.89450000000005,2.688702073885528,3,2,8,1
20,5,300.00699999999995,121.19999999999982,50.0,75.0,2,2,5,35.299999999999955,21.322999999999865,22.478000000000065,43.90300000000002,30.750999999999976,1.6259633833046092,3,2,8,1
20,6,300.00699999999995,95.93500000000017,50.0,75.0,2,2,5,17.26800000000003,29.154999999999973,19.534999999999854,31.608000000000175,24.391500000000008,2.0498944304368316,3,2,8,1
20,7,300.00699999999995,121.57999999999993,100.0,75.0,4,0,4,25.82900000000018,33.35699999999997,42.41300000000001,23.609999999999673,31.302249999999958,3.1946585309362785,3,2,8,1
20,8,300.00699999999995,131.64000000000033,75.0,75.0,3,1,5,15.882000000000062,31.363000000000284,42.259000000000015,42.13599999999997,32.91000000000008,2.278942570647214,3,2,8,1
21,1,300.00299999999993,123.9090000000001,100.0,78.125,4,0,1,35.807000000000016,19.55600000000004,22.58199999999988,26.894999999999982,26.20999999999998,3.8153376573826816,1,1,6,1
21,2,300.00299999999993,89.47000000000003,100.0,78.125,4,0,2,26.937000000000126,26.644999999999982,17.867999999999938,21.16599999999994,23.153999999999996,4.318908180012094,1,1,6,1
21,3,300.00299999999993,69.54300000000012,100.0,78.125,4,0,2,18.298999999999978,24.427000000000135,14.68899999999985,15.142000000000053,18.139250000000004,5.512907093733201,1,1,6,1
21,4,300.00299999999993,73.78600000000006,75.0,78.125,3,1,2,17.798000000000002,22.692000000000007,17.623000000000047,18.0150000000001,19.03200000000004,3.940731399747785,1,1,6,1
21,5,300.00299999999993,98.08699999999999,25.0,78.125,1,3,5,29.832999999999856,7.904999999999973,32.67399999999998,29.94100000000003,25.08824999999996,0.9964824170677524,1,1,6,1
21,6,300.00299999999993,73.02300000000014,75.0,78.125,3,1,5,17.30899999999997,18.77500000000009,18.162000000000035,20.646999999999935,18.723250000000007,4.005714819809594,1,1,6,1
21,7,300.00299999999993,74.52800000000002,100.0,78.125,4,0,4,13.200000000000045,19.91899999999987,20.811999999999898,24.162000000000262,19.52325000000002,5.122098011345442,1,1,6,1
21,8,300.00299999999993,90.41399999999976,50.0,78.125,2,2,7,20.746000000000095,24.799999999999727,20.957000000000335,23.910999999999603,22.60349999999994,2.21204680691044,1,1,6,1
22,1,300.00800000000004,71.298,50.0,87.5,2,2,4,21.608999999999924,11.97199999999998,20.66300000000001,16.260999999999967,17.62624999999997,2.8366782497695247,1,2,5,1
22,2,300.00800000000004,63.480999999999995,100.0,87.5,4,0,4,24.037000000000035,12.150000000000091,11.092999999999847,19.422000000000025,16.6755,5.9968216845072115,1,2,5,1
22,3,300.00800000000004,74.90000000000009,100.0,87.5,4,0,4,17.079999999999927,25.624000000000024,19.03300000000013,16.74000000000001,19.619250000000022,5.097034800005091,1,2,5,1
22,4,300.00800000000004,56.41599999999994,100.0,87.5,4,0,3,17.560999999999922,14.224999999999909,17.13500000000022,10.526999999999816,14.861999999999966,6.728569506123014,1,2,5,1
22,5,300.00800000000004,74.99099999999999,100.0,87.5,4,0,5,15.048000000000002,26.479000000000042,18.317000000000007,19.386999999999944,19.80775,5.048528984867034,1,2,5,1
22,6,300.00800000000004,65.97300000000018,75.0,87.5,3,1,5,9.151000000000067,22.21199999999999,22.583000000000084,19.44699999999989,18.348250000000007,4.08758328450942,1,2,5,1
22,7,300.00800000000004,73.77700000000004,75.0,87.5,3,1,6,11.745000000000118,10.174999999999955,34.60400000000004,19.758000000000038,19.070500000000038,3.9327757531265486,1,2,5,1
22,8,300.00800000000004,87.13099999999986,100.0,87.5,4,0,5,17.56399999999985,18.064000000000078,20.67100000000005,30.83199999999988,21.782749999999965,4.590788582708803,1,2,5,1
23,1,300.00339999999994,112.83200000000011,75.0,84.375,3,1,3,48.192999999999984,16.947999999999865,16.980999999999995,17.60200000000009,24.930999999999983,3.0083029160482955,4,2,6,1
23,2,300.00339999999994,54.565000000000055,100.0,84.375,4,0,3,16.94699999999989,15.912000000000035,7.578999999999951,20.166000000000167,15.15100000000001,6.600224407629855,4,2,6,1
23,3,300.00339999999994,67.07199999999989,75.0,84.375,3,1,4,25.500999999999976,15.724999999999909,15.195000000000164,21.784999999999854,19.551499999999976,3.8360228115489905,4,2,6,1
23,4,300.00339999999994,62.587999999999965,100.0,84.375,4,0,4,18.174999999999955,13.855000000000018,18.291000000000167,17.395999999999958,16.929250000000025,5.906936219856158,4,2,6,1
23,5,300.00339999999994,81.74800000000005,50.0,84.375,2,2,6,18.66599999999994,22.912000000000035,15.720000000000027,38.909999999999854,24.051999999999964,2.0788292033926523,4,2,6,1
23,6,300.00339999999994,61.03899999999999,100.0,84.375,4,0,4,14.960000000000036,12.22199999999998,15.298999999999978,24.766000000000076,16.811750000000018,5.948220738471599,4,2,6,1
23,7,300.00339999999994,115.62799999999993,100.0,84.375,4,0,6,14.396999999999935,29.81600000000003,46.18100000000004,40.41300000000001,32.701750000000004,3.057940324294571,4,2,6,1
23,8,300.00339999999994,90.53999999999996,75.0,84.375,3,1,7,21.394999999999982,10.560999999999922,20.503000000000156,38.080999999999904,22.63499999999999,3.3134526176275694,4,2,6,1
24,1,300.01060000000007,86.75599999999986,75.0,90.625,3,1,4,38.090999999999894,12.911000000000058,14.187999999999874,27.710000000000036,23.224999999999966,3.229278794402588,3,1,6,3
24,2,300.01060000000007,56.184999999999945,100.0,90.625,4,0,3,15.942000000000007,11.67100000000005,15.698000000000093,17.116999999999962,15.107000000000028,6.619447938041956,3,1,6,3
24,3,300.01060000000007,71.42499999999995,100.0,90.625,4,0,4,24.781999999999925,25.595000000000027,11.316000000000031,14.782999999999902,19.11899999999997,5.23039907944977,3,1,6,3
24,4,300.01060000000007,76.05799999999999,75.0,90.625,3,1,5,19.24700000000007,19.057999999999993,23.057000000000016,18.644999999999982,20.001750000000015,3.749671903708423,3,1,6,3
24,5,300.01060000000007,84.27800000000002,100.0,90.625,4,0,5,18.451999999999998,23.117999999999938,21.35699999999997,24.550000000000182,21.869250000000022,4.572630520022401,3,1,6,3
24,6,300.01060000000007,68.54599999999982,75.0,90.625,3,1,5,17.357999999999947,21.04099999999994,12.6099999999999,21.031000000000176,18.00999999999999,4.164353137146032,3,1,6,3
24,7,300.01060000000007,102.39699999999993,100.0,90.625,4,0,5,29.625,21.521999999999935,32.358999999999924,23.888000000000147,26.8485,3.7246028642196025,3,1,6,3
24,8,300.01060000000007,96.82600000000002,100.0,90.625,4,0,5,18.31899999999996,22.406999999999925,28.093000000000075,28.007000000000062,24.206500000000005,4.131121806126452,3,1,6,3
25,1,300.0051000000001,70.14399999999989,75.0,84.375,3,1,6,14.17599999999993,9.767000000000053,13.956000000000131,14.092999999999847,12.99799999999999,5.770118479766122,1,1,6,2
25,2,300.0051000000001,90.673,100.0,84.375,4,0,6,28.50999999999999,21.02300000000014,13.971000000000004,31.39099999999985,23.723749999999995,4.2151852046999325,1,1,6,2
25,3,300.0051000000001,110.54500000000007,100.0,84.375,4,0,7,24.285000000000082,23.866999999999962,40.57899999999995,24.736000000000104,28.366750000000025,3.525254038619155,1,1,6,2
25,4,300.0051000000001,67.96299999999997,100.0,84.375,4,0,5,15.667999999999893,10.230999999999995,33.96199999999999,13.578000000000202,18.35975000000002,5.446697258949599,1,1,6,2
25,5,300.0051000000001,61.66099999999983,75.0,84.375,3,1,7,7.5190000000000055,13.005999999999858,14.303000000000111,30.89799999999991,16.43149999999997,4.5644037367252,1,1,6,2
25,6,300.0051000000001,84.54999999999995,100.0,84.375,4,0,5,12.259999999999991,23.057999999999993,15.65800000000013,39.9699999999998,22.736499999999978,4.39821432498406,1,1,6,2
25,7,300.0051000000001,61.8280000000002,75.0,84.375,3,1,7,9.512000000000171,15.567999999999984,20.182000000000016,19.730000000000018,16.248000000000047,4.615952732644004,1,1,6,2
25,8,300.0051000000001,57.35299999999984,50.0,84.375,2,2,8,12.799999999999955,10.722999999999956,14.461000000000013,19.368999999999915,14.33824999999996,3.4871759105888196,1,1,6,2
26,1,300.00520000000006,92.70800000000008,50.0,59.375,2,2,5,15.444999999999936,9.338999999999942,26.188000000000102,15.071999999999889,16.510999999999967,3.0282841741869118,6,2,8,9
26,2,300.00520000000006,36.30400000000009,75.0,59.375,3,1,4,12.517000000000053,7.150000000000091,9.916999999999916,11.24499999999989,10.207249999999988,7.34771853339539,6,2,8,9
26,3,300.00520000000006,20.730000000000018,100.0,59.375,4,0,2,7.371000000000095,4.400000000000091,4.44399999999996,11.039999999999964,6.813750000000027,14.676206200697061,6,2,8,9
26,4,300.00520000000006,29.748000000000047,50.0,59.375,2,2,6,11.088999999999942,3.3220000000001164,6.789999999999964,13.038000000000011,8.559750000000008,5.841292093811146,6,2,8,9
26,5,300.00520000000006,19.57899999999995,50.0,59.375,2,2,7,6.714999999999918,4.0090000000000146,2.910000000000082,14.692000000000007,7.0815000000000055,7.060650992021459,6,2,8,9
26,6,300.00520000000006,35.20699999999988,25.0,59.375,1,3,6,21.10699999999997,5.097999999999956,4.248000000000047,8.98700000000008,9.860000000000014,2.5354969574036477,6,2,8,9
26,7,300.00520000000006,24.67599999999993,75.0,59.375,3,1,4,9.685999999999922,2.9449999999999363,7.858999999999924,7.319000000000187,6.952249999999992,10.787874429141658,6,2,8,9
26,8,300.00520000000006,17.028999999999996,50.0,59.375,2,2,5,7.155999999999949,3.0429999999998927,3.421000000000049,3.4090000000001055,4.257249999999999,11.744670855599274,6,2,8,9
27,1,300.00290000000007,95.71799999999985,75.0,90.625,3,1,4,27.794999999999845,19.93600000000015,27.14300000000003,15.983999999999924,22.714499999999987,3.301855642871296,3,2,5,2
27,2,300.00290000000007,124.80700000000002,100.0,90.625,4,0,5,21.276000000000067,27.736999999999853,43.875,38.932000000000016,32.954999999999984,3.034440904263391,3,2,5,2
27,3,300.00290000000007,142.36300000000006,100.0,90.625,4,0,6,50.31600000000003,31.962999999999965,23.256000000000085,40.281999999999925,36.45425,2.7431643772673966,3,2,5,2
27,4,300.00290000000007,98.53300000000013,75.0,90.625,3,1,6,19.207000000000107,39.65599999999995,22.88799999999992,20.024000000000115,25.443750000000023,2.947678703021368,3,2,5,2
27,5,300.00290000000007,126.40899999999988,100.0,90.625,4,0,6,20.34699999999998,36.975999999999885,27.616000000000213,44.41299999999978,32.337999999999965,3.0923371884470314,3,2,5,2
27,6,300.00290000000007,115.32500000000005,75.0,90.625,3,1,6,28.220000000000027,37.30000000000018,19.187999999999874,34.49800000000005,29.801500000000033,2.5166518463835685,3,2,5,2
27,7,300.00290000000007,114.34300000000007,100.0,90.625,4,0,7,22.473999999999933,25.15800000000013,46.09899999999993,22.376999999999953,29.026999999999987,3.4450683846074357,3,2,5,2
27,8,300.00290000000007,113.72600000000011,100.0,90.625,4,0,7,33.04600000000005,26.454999999999927,22.98700000000008,31.238000000000056,28.431500000000028,3.5172256124369063,3,2,5,2
28,1,300.0033000000001,122.1110000000001,100.0,84.375,4,0,7,28.336000000000013,17.57400000000007,29.03800000000001,21.138999999999896,24.021749999999997,4.162894043939347,4,2,6,3
28,2,300.0033000000001,73.65000000000009,75.0,84.375,3,1,5,16.391000000000076,10.858999999999924,26.28800000000001,23.411000000000058,19.237250000000017,3.898686142769883,4,2,6,3
28,3,300.0033000000001,82.77800000000002,75.0,84.375,3,1,6,27.833000000000084,16.50799999999981,16.578000000000202,25.163999999999987,21.52075000000002,3.485008654438155,4,2,6,3
28,4,300.0033000000001,76.33799999999997,75.0,84.375,3,1,7,31.09699999999998,17.227999999999838,11.097000000000207,19.04599999999982,19.616999999999962,3.8232145588010478,4,2,6,3
28,5,300.0033000000001,104.17000000000007,75.0,84.375,3,1,7,23.48700000000008,44.603000000000065,11.513999999999896,26.304000000000087,26.477000000000032,2.832647203232991,4,2,6,3
