participant_number,subexperiment_number,duration_fixation,duration_saccade,count_fixations,count_saccades
2,1.0,357.03566368553123,22.80362815906877,243,435
2,2.0,371.51880108353066,23.2777678918771,230,364
2,3.0,351.55673800361734,23.839355706842753,302,602
2,4.0,316.22572147581616,23.966321853467804,216,376
2,5.0,318.5047698121398,24.96982841069429,350,546
2,6.0,346.86356450266237,25.989111534499994,284,449
2,7.0,290.9036839434174,23.480857795338075,298,591
2,8.0,274.1912451031275,24.686478200012385,320,617
3,1.0,200.52330296516772,73.37722618790107,348,710
3,2.0,194.6418128655758,23.27559629167513,233,487
3,3.0,215.39314588368148,-3283.802549521112,334,802
3,4.0,203.5721779935917,21.106193683842186,340,809
3,5.0,198.24748865063822,25.03757313407192,308,687
3,6.0,210.63997999609677,24.577261273116363,330,811
3,7.0,204.69723496041746,23.516007461208773,238,659
3,8.0,193.4837649481529,23.303691294869136,295,687
4,1.0,370.7114531509068,23.68817032368503,247,472
4,2.0,302.5819286517078,24.50411722961866,186,359
4,3.0,319.58445256167323,24.23201653137332,291,577
4,4.0,324.4072936472968,23.31704779681734,306,558
4,5.0,299.2760772637563,24.862506231689174,231,404
4,6.0,280.05402116842447,23.983884628022867,238,510
4,7.0,272.89901200397765,24.0120260944729,234,487
4,8.0,312.75545142140277,25.160492335250833,249,461
10,1.0,374.5997695107783,27.13059466314319,229,432
10,2.0,337.86884469696867,29.300485796003628,192,389
10,3.0,396.91477028939124,29.45446996925592,352,652
10,4.0,376.9698411016461,28.817805508354574,246,380
10,5.0,346.39197919549935,25.98444649828786,329,563
10,6.0,338.04070089076305,29.312108257085153,237,504
10,7.0,303.74247155945716,29.772946791570988,229,511
10,8.0,285.9141925231818,28.303444333862334,318,673
15,1.0,322.8071149997895,25.023721170491985,293,716
15,2.0,260.7930448476889,24.27461129767433,268,619
15,3.0,285.5386346477782,25.879155900302095,387,1041
15,4.0,291.8051565897961,26.38720291790762,284,705
15,5.0,284.7138165105032,25.329495909119203,341,960
15,6.0,263.10103812359284,24.905679269319712,280,815
15,7.0,283.6046459559194,25.799513268782498,282,878
15,8.0,277.8614147665926,25.472486320367608,284,795
16,1.0,356.28302983481996,25.941902444121446,186,326
16,2.0,339.20195135745917,26.24643038617886,124,216
16,3.0,309.6110540501218,26.344640353481473,172,264
16,4.0,359.0573164048306,25.161072494316027,165,237
16,5.0,384.0514013512297,26.075443110348772,183,293
16,6.0,320.3699054621946,25.22866096313233,140,273
16,7.0,306.17151219729277,25.323109368971203,142,204
16,8.0,276.337356321834,26.377512084865362,142,279
20,1.0,389.0205264901647,90.90238021873716,149,219
20,2.0,362.59174320857016,72.99994047619047,168,225
20,3.0,305.2890397358074,35.42147034252297,178,239
20,4.0,347.31684892948414,46.97172759248791,148,181
20,5.0,293.69731603468256,34.528774189475286,243,323
20,6.0,298.59819138275645,52.5269916454733,157,222
20,7.0,291.9861611311213,39.27509971484177,228,299
20,8.0,256.03262141861404,43.40516156462585,226,325
21,1.0,328.3921552648265,26.13433704756897,210,440
21,2.0,321.1013368983981,24.550759013282732,178,448
21,3.0,299.1604018631871,25.327032193259235,150,366
21,4.0,328.36753555048983,26.824741466484586,142,384
21,5.0,323.09859871101946,27.41662560646222,207,525
21,6.0,322.7146358543335,26.96521339575787,144,408
21,7.0,307.8287065236293,25.257567401960785,153,378
21,8.0,313.7505158581055,27.814436269944743,194,416
22,1.0,358.14716553286166,25.033121085114225,150,193
22,2.0,348.1659589926581,23.17308344640434,161,181
22,3.0,396.65114755348685,22.912998654392098,168,279
22,4.0,347.8274484739676,22.338309041501976,132,187
22,5.0,333.4071662208974,23.97055563760785,189,295
22,6.0,317.4654491997248,22.604118701243937,158,290
22,7.0,286.95000000000005,24.89032681536919,180,400
22,8.0,287.70210652602736,23.68587576453796,186,470
23,1.0,326.4860305179479,29.249726902514812,177,432
23,2.0,277.00481791597144,29.83817401187963,124,301
23,3.0,324.06476109071997,79.62934173911185,163,392
23,4.0,262.4363919941137,28.96128701945541,148,328
23,5.0,316.34381606951035,28.26816440264716,190,461
23,6.0,258.8136500754002,29.6271756544312,148,336
23,7.0,260.1071761666991,28.84613460665401,274,617
23,8.0,239.39641118686,30.81574257841688,216,526
24,1.0,296.7479949954138,22.626477057098498,179,344
24,2.0,234.41507936507682,22.629123243587106,148,289
24,3.0,228.33788142979384,22.807403946651654,197,391
24,4.0,261.1232026901398,24.13313263838965,201,361
24,5.0,289.3432270273013,22.74637526318087,197,449
24,6.0,265.1901397515537,24.262669719125938,175,334
24,7.0,247.54985221373946,23.67932613571168,273,549
24,8.0,249.61217443167317,23.292344064135705,249,530
25,1.0,374.7524350649452,25.465234778121776,89,187
25,2.0,376.57060708896694,25.41901058428091,168,431
25,3.0,380.13482142856367,30.951799105252107,204,523
25,4.0,322.64276165009437,24.870171404682274,139,289
25,5.0,289.16689882698705,25.811026041143478,137,281
25,6.0,376.7057309941664,27.388249467120925,157,355
25,7.0,322.8183317907563,24.97733763820863,127,298
25,8.0,318.08636716881017,26.14050947836548,119,251
26,1.0,291.72696095081875,26.449856382697092,146,241
26,2.0,406.00151515151816,24.1889338731444,94,116
26,3.0,326.50318401406196,23.92953296703297,53,70
26,4.0,330.4298076923519,24.0781297009812,71,93
26,5.0,303.1083333333236,24.847420634920635,42,63
26,6.0,290.05343660968225,25.20627990430622,90,157
26,7.0,323.60357142857237,34.6877468487395,64,89
26,8.0,666.8921568626863,22.298423423423422,25,43
27,1.0,382.68040501165916,23.94014123009866,158,366
27,2.0,411.37469331566865,24.166084606893648,219,517
27,3.0,385.7243874409613,26.776833558328953,268,640
27,4.0,340.7803951367766,25.698835364099903,188,450
27,5.0,356.2510019007522,24.143807653600156,248,543
27,6.0,393.68620380043797,23.032314190612816,217,450
27,7.0,345.5950979843094,24.46674119474479,215,541
27,8.0,302.54028499226797,23.89817331791016,249,603
28,1.0,311.4682258264728,24.755458469344646,205,457
28,2.0,294.58029567222474,25.284381455512566,178,375
28,3.0,279.031410934036,25.896624306468187,192,456
28,4.0,246.82988072316084,26.648413105824055,184,457
28,5.0,297.5377340333297,25.919047102522203,236,563
28,6.0,274.9699009773353,24.29287822132445,145,365
28,7.0,267.14078592802144,25.85944264069264,164,445
28,8.0,284.0036926020501,27.722321668038298,161,414
29,1.0,327.5681407211545,24.079029901898863,224,364
29,2.0,291.17103174603926,25.238274183360197,187,402
29,3.0,385.8592144575956,25.890800733897773,216,439
29,4.0,343.2205634743153,24.993753382309173,217,464
29,5.0,322.83132071331636,26.690161859435953,273,538
29,6.0,345.58648605064593,25.376622156415273,208,448
29,7.0,284.936680353963,24.870848035030434,239,587
29,8.0,283.4996362153122,24.68819908908804,233,587
30,1.0,299.3408732645195,26.05464475039779,246,775
30,2.0,351.48355286802854,28.77136804252658,152,453
30,3.0,302.01976519856703,27.86512424338722,265,578
30,4.0,321.31017387219686,25.073825648974164,177,486
30,5.0,314.4071734943918,24.518663424697905,178,452
30,6.0,363.6884325681369,25.11201291957461,183,487
30,7.0,367.7434541857226,25.402191149994493,272,683
30,8.0,303.7303191342197,25.020507757528847,209,527
31,1.0,335.2175176723442,24.787523455354183,279,663
31,2.0,297.621878815631,24.9949948927477,198,471
31,3.0,286.33606222063884,28.113670083973005,198,488
31,4.0,330.72802089423396,44.97641132556523,211,487
31,5.0,318.26518549279206,26.1817666167938,198,508
31,6.0,296.02186650559264,26.827773625229774,172,452
31,7.0,304.99643734644263,26.9412384027932,198,489
31,8.0,289.941910866914,28.19384066179469,201,561
32,1.0,318.14070438968423,23.132217083389694,259,640
32,2.0,365.5205546273844,23.342470765882368,280,593
32,3.0,509.50605373490885,24.495639992550107,213,523
32,4.0,441.2865189574024,24.60587440793035,265,552
32,5.0,397.05272901977423,23.66301714746723,270,576
32,6.0,438.4061624887021,25.1718370140638,315,680
32,7.0,400.14679998117106,24.30975277611639,304,671
32,8.0,358.3447356215198,27.93845112221069,346,790
33,1.0,351.0029988662319,27.170310795526312,263,370
33,2.0,306.5264600337871,26.14086770787352,158,251
33,3.0,272.74104204254695,27.63707808573372,201,327
33,4.0,309.73756895663234,25.18182064845485,318,631
33,5.0,310.2869090146843,24.657509157509157,318,610
33,6.0,313.0519403768178,24.371826282209263,263,521
33,7.0,329.0091173870136,26.69341949067494,311,713
33,8.0,265.61207166042453,26.75856579476629,252,568
34,1.0,376.7542757877909,23.371345403736676,340,772
34,2.0,329.02863023525794,24.28841768524319,302,728
34,3.0,388.74362224934544,24.78251248055688,343,779
34,4.0,375.6841678058966,25.010290217554438,270,601
34,5.0,359.9431050092517,25.26768190548453,355,844
34,6.0,413.7667229771288,29.546367021276595,228,545
34,7.0,377.17890918512046,25.20579944632361,327,726
34,8.0,332.2898929903157,25.602725622354615,371,834
35,1.0,377.13849246641985,23.695655030426387,332,796
35,2.0,373.98706794963726,24.454219781132792,315,685
35,3.0,341.30907809984245,27.277208496395147,380,736
35,4.0,360.2472230996613,25.16175437253626,348,756
35,5.0,333.6882974186115,25.706845384078935,363,804
35,6.0,412.5947654680247,26.926752723550248,258,635
35,7.0,341.6679490451933,27.926125988539432,379,848
35,8.0,336.1340669098042,25.74829489593052,304,635
36,1.0,308.3360210561607,23.699928642785785,162,355
36,2.0,270.9771877661947,23.620923193013986,156,381
36,3.0,278.05648148150414,23.60133541929145,137,333
36,4.0,280.11232979663964,25.017497859589042,123,305
36,5.0,343.17464031067675,24.96263109309722,132,322
36,6.0,274.32989718612896,24.78209009807223,170,422
36,7.0,310.66398193757857,24.76881339325091,160,416
36,8.0,297.2295138889069,24.496498435054775,126,308
37,1.0,245.71050420168143,22.191845130729703,134,320
37,2.0,293.56393236222806,22.808303414251036,109,274
37,3.0,309.172366621085,22.843523939828287,128,276
37,4.0,323.2977137446033,22.986037430002945,157,315
37,5.0,332.40285183566544,23.3896376055115,165,322
37,6.0,380.4801136363705,24.383101871394402,138,302
37,7.0,320.05765993264936,22.903658515329226,180,408
37,8.0,281.96251716727477,27.86350049832781,135,277
38,1.0,295.37168781198903,25.23612357796997,164,432
38,2.0,271.62259233287233,24.23143613632744,124,300
38,3.0,277.9561454038405,25.36296181057922,129,319
38,4.0,285.20314592812514,25.166898439035563,156,414
38,5.0,339.8318454102327,26.15957025543637,137,352
38,6.0,348.4666842591434,25.821283992712562,158,396
38,7.0,335.9270353302537,25.448463649575572,201,554
38,8.0,251.39766765720802,25.379416369071542,164,521
39,1.0,267.03541163446823,25.809337606010146,225,474
39,2.0,272.31672694693134,26.362125538089774,220,544
39,3.0,270.9069543681756,25.86001380092636,213,485
39,4.0,273.8871996997094,24.359285172318224,163,323
39,5.0,264.4718610513264,25.354926802890997,237,634
39,6.0,257.23661606698454,24.901284945501295,131,354
39,7.0,262.6162979831041,23.497084770849305,211,500
39,8.0,279.7194584959292,24.197158092821105,218,571
40,1.0,349.9270589286703,25.21589472116191,363,736
40,2.0,305.0103948094237,26.92498590225564,243,497
40,3.0,341.29432136329615,26.903964413070376,255,530
40,4.0,333.4607082766089,24.366153942039844,231,417
40,5.0,327.4217024886779,26.616132272006862,219,470
40,6.0,326.50734864920037,25.75855285120452,296,625
40,7.0,287.81678880279895,24.809249737800936,289,647
40,8.0,283.8995556307022,25.0851581366883,187,486
41,1.0,292.7973164230126,31.17111119694642,253,644
41,2.0,256.2536567448423,29.811308142025844,230,629
41,3.0,335.93182974351976,27.80737033478065,310,736
41,4.0,304.02328819278137,30.15521539325887,119,340
41,5.0,302.2917344413194,29.001751033301463,328,846
41,6.0,297.02879515959904,26.878919645727287,300,755
41,7.0,269.24995898660194,28.5231699889258,288,772
41,8.0,273.50804695885125,28.007234714873604,314,863
44,1.0,289.89698766147416,23.373560188827696,170,396
44,2.0,325.9733421544179,23.20496624156039,186,453
44,3.0,268.17651041667415,23.385501330291504,191,491
44,4.0,290.7657484123224,23.629738865323436,177,411
44,5.0,294.15068020960075,23.70274376141909,168,386
44,6.0,306.63936335405094,24.693611096352182,159,350
44,7.0,296.33725099998094,24.241539575340386,229,490
44,8.0,268.9073376977784,24.738048839089686,146,372
45,1.0,335.4173108342512,22.951282221756397,222,447
45,2.0,324.02167487685205,23.978737845585673,159,346
45,3.0,320.8295456915322,22.879146310966625,190,325
45,4.0,367.7904157163502,23.269002178104692,138,271
45,5.0,331.07729400092694,23.079141314165895,229,410
45,6.0,342.32218614717397,23.24697036007277,217,383
45,7.0,312.11851678131393,23.64838162688141,209,398
45,8.0,298.3521349126034,23.94068717042186,197,383
46,1.0,274.9379407051305,30.57840203900709,207,499
46,2.0,270.8023533168032,23.681312175407797,141,353
46,3.0,302.42375842827954,24.347060586581097,185,581
46,4.0,271.98054022462,26.141771151238355,171,498
46,5.0,253.8567049575829,26.052162698412697,241,675
46,6.0,249.63591474109765,24.08867647682007,246,710
46,7.0,261.1476030285697,24.9454475898874,231,669
46,8.0,244.0277550091202,26.784614509894404,239,623
47,1.0,575.1224993257551,28.57689669103005,186,308
47,2.0,423.77374127616304,23.515457520902167,179,276
47,3.0,434.56246400885414,24.12088850055835,262,407
47,4.0,352.60094778776397,22.700781136921965,235,395
47,5.0,343.54168800604407,25.565053701997712,271,626
47,6.0,395.1839142786499,24.796958470358177,183,350
47,7.0,384.1133404076163,25.218001262167693,196,427
47,8.0,332.00640527151666,25.777204700357284,295,557
48,1.0,271.5211908189867,38.95869159576056,175,468
48,2.0,360.2013890050969,26.674294641805727,129,341
48,3.0,315.5321750211573,29.34622956483635,136,323
48,4.0,303.04269688642137,26.157452749140894,122,317
48,5.0,267.5063570487398,27.96771637604971,166,410
48,6.0,281.2007851797157,28.33081021920897,144,340
48,7.0,273.7474358450412,26.999982077348804,190,501
48,8.0,238.6571787925495,28.69105110065265,207,517
49,1.0,323.29073232553117,23.402588701444834,195,491
49,2.0,284.62608352538655,24.72451184362226,160,342
49,3.0,314.26733790107465,23.62320305597627,200,367
49,4.0,293.7615120023404,24.793911685994647,186,385
49,5.0,277.0039062500218,23.540957239617953,205,419
49,6.0,279.9117288782133,24.215721727192584,141,283
49,7.0,271.8465909090971,25.178040664533775,117,274
49,8.0,244.36483768836257,23.21414464336459,163,379
50,1.0,364.3597039946527,24.72580448256636,260,307
50,2.0,311.3284720511085,23.441182939451444,193,242
50,3.0,368.8465762062495,23.78054933200564,304,354
50,4.0,308.2641719839397,23.7043675622623,230,304
50,5.0,313.6891053391166,24.7254846820618,330,417
50,6.0,320.6866397786581,25.236878067826865,237,336
50,7.0,304.48600114454695,24.572371444391283,331,433
50,8.0,288.7020513012,26.00144534298605,221,334
51,1.0,292.1162915924019,26.95628174457122,269,683
51,2.0,314.1152798885493,27.893503547401682,179,402
51,3.0,309.80522924366574,26.719675889329192,276,634
51,4.0,320.37246723837546,26.294548374655935,244,635
51,5.0,320.1399986917962,26.714912527962188,184,516
51,6.0,280.688976787546,27.075257289879932,139,374
51,7.0,283.6624183006718,27.232917008228597,235,611
51,8.0,290.5485967333774,26.11919394672679,127,351
52,1.0,324.9147679794434,26.949436605767815,262,483
52,2.0,298.587214560282,29.864796616847645,258,473
52,3.0,279.6578971530908,29.972428897656805,193,320
52,4.0,311.55619884166924,28.16121723911987,171,368
52,5.0,274.40528097929894,30.83418062960142,329,630
52,6.0,307.00341766914187,27.96025989941431,207,441
52,7.0,286.4047254259078,27.71203828659969,275,577
52,8.0,275.90592933880066,31.152458552991675,259,505
53,1.0,289.55107530732437,23.50141980799066,249,545
53,2.0,247.74055236554753,23.73551722118088,132,266
53,3.0,257.3526261174984,23.355902939277122,197,418
53,4.0,265.45789238812506,23.31872367398683,146,375
53,5.0,242.00704269132544,23.789586283885114,158,371
53,6.0,278.15727155240234,34.3208008861511,173,395
53,7.0,257.8777156436565,23.31611847259547,179,387
53,8.0,221.8435614460602,24.31112560163703,163,353
54,1.0,368.80539504714966,27.01448710391884,223,491
54,2.0,308.1971891928149,24.373608619319995,269,640
54,3.0,276.26844127216265,24.827591457854616,269,601
54,4.0,294.4343352791795,24.96807084420526,250,597
54,5.0,338.3612872517878,25.22772088745091,265,627
54,6.0,314.526826906428,25.544159269526794,211,504
54,7.0,350.29704997661526,25.992493753523167,219,549
54,8.0,264.52652775921024,25.310598830036227,245,581
56,1.0,324.7194568994609,23.182916274610754,335,538
56,2.0,297.46084390251104,23.0791605857712,314,559
56,3.0,267.46870839734663,22.95924261428971,309,597
56,4.0,296.123525356768,23.428645833333334,212,407
56,5.0,317.71764692802543,22.999036475849277,336,582
56,6.0,334.75129209044115,23.23612841532529,261,502
56,7.0,325.7817068453869,22.860715437485442,336,706
56,8.0,293.72900145587835,23.33567784047246,311,578
57,1.0,274.2807592342639,30.378143407834052,169,424
57,2.0,331.2602892463607,27.53332117255504,110,266
57,3.0,359.6564209726373,27.86521166007296,175,468
57,4.0,306.017493039192,27.15476316876605,156,385
57,5.0,344.16140672020407,28.091680856746073,255,464
57,6.0,317.0949046514202,27.534369713550806,183,383
57,7.0,288.87686140189135,29.684195804195806,175,358
57,8.0,281.45045518206905,27.33793983793984,129,281
59,1.0,346.63898809522243,24.08003118757787,132,301
59,2.0,308.3708635265568,23.466304650879117,123,229
59,3.0,441.9099288806368,23.24327125055131,125,232
59,4.0,297.8221590909077,24.01820934868005,123,242
59,5.0,325.47289634146546,24.43275472707152,151,314
59,6.0,333.5103163090504,23.30340469521142,120,229
59,7.0,341.3966211484734,22.89905343716434,143,256
59,8.0,270.33125112916144,25.22677537979262,117,192
60,1.0,276.74049231760483,22.670821193900323,182,332
60,2.0,291.42474012471996,23.190964373713516,185,320
60,3.0,261.14571604503806,23.169609000154775,188,302
60,4.0,261.78131499339287,23.51382494516978,222,471
60,5.0,253.52900212351383,23.22109072630316,227,466
60,6.0,260.4416552055689,24.388803411885053,193,391
60,7.0,240.61264817186964,23.55945477918437,247,586
60,8.0,209.73261961199378,24.950372261053953,190,436
61,1.0,318.43071974950647,24.24906422223016,261,588
61,2.0,272.79415560759435,24.750599845475463,205,479
61,3.0,299.4560786435734,24.915272515872665,186,448
61,4.0,314.17279113411934,24.48546670429416,165,393
61,5.0,344.6409532445002,25.091282746941317,218,381
61,6.0,351.7265381060587,25.974437307861223,172,385
61,7.0,323.08447908557577,26.765143378427204,165,424
61,8.0,327.06584352405014,26.52637762150572,169,338
62,1.0,356.6788424983151,24.84089548091482,188,292
62,2.0,299.4069062871143,24.889424818840578,229,466
62,3.0,315.201725370217,25.73537017726799,286,519
62,4.0,321.25148760892023,26.325543695786415,177,333
62,5.0,286.4629906906578,25.203906998094176,222,463
62,6.0,290.4854015537278,25.304978005294302,223,432
62,7.0,296.0968732284674,24.26189780764345,210,406
62,8.0,250.09891260453836,27.168657926774134,226,466
65,1.0,362.62401362984946,28.97605433771408,135,283
65,2.0,312.7300174053506,24.963919221378188,126,276
65,3.0,299.34680858219326,26.091508579821877,200,440
65,4.0,325.82687284993665,26.1774871604516,239,403
65,5.0,330.46043612462574,26.392868545771464,300,652
65,6.0,330.59273058455733,25.881617222797885,265,540
65,7.0,272.8894590837505,24.49408453112707,222,462
65,8.0,282.72137089618946,27.775019143243288,175,464
66,1.0,396.9824437063212,24.513719532835758,251,583
66,2.0,292.46218587614067,24.493555116381206,159,362
66,3.0,369.3997311119532,23.403039573760335,156,417
66,4.0,335.54051702802343,22.767694407538503,203,504
66,5.0,311.56707158163294,24.3398279729031,212,453
66,6.0,292.26914816604096,23.93430484814186,233,533
66,7.0,355.406179245278,23.949467834218567,228,516
66,8.0,282.05356494173043,25.546134092338683,202,498
67,1.0,226.21401345207937,24.62443625248842,112,320
67,2.0,221.8139795639987,23.229249661425357,118,300
67,3.0,250.3858048654071,22.826026740483428,158,362
67,4.0,226.21206339445115,23.418471719269295,151,380
67,5.0,260.2195307108399,23.912366921603464,134,301
67,6.0,264.05776125836877,25.190851678808997,106,230
67,7.0,280.43187640910355,25.475343463151553,144,387
67,8.0,210.84081081079898,24.670748964009803,125,329
68,1.0,282.4559880532771,22.58160624888253,287,832
68,2.0,242.818871529725,22.478950131062884,155,472
68,3.0,320.2032525148463,22.63120729555382,257,744
68,4.0,355.87910353535233,22.302969321677047,146,381
68,5.0,252.16909405605838,23.094532889219188,156,436
68,6.0,277.70553301967743,23.60798204195214,150,490
68,7.0,227.2454406580426,23.22076971422444,172,555
68,8.0,263.36953469327455,24.587374693491345,167,480
71,1.0,328.81071306141496,22.557369041325227,195,373
71,2.0,320.81012333229086,23.07793552018501,277,523
71,3.0,351.45337687163976,23.66473630079819,234,478
71,4.0,276.3470108695643,24.305350378787878,188,416
71,5.0,313.30736354290036,24.316888769370568,196,362
71,6.0,259.5888990524148,25.274130410404663,190,361
71,7.0,312.17977347025504,24.974300225183455,211,459
71,8.0,252.63368830114408,26.91935686832991,225,467
72,1.0,360.4569804046409,24.191780539832727,241,451
72,2.0,313.19021117842476,23.197003298560006,233,431
72,3.0,391.99312726449614,23.032120025720385,198,384
72,4.0,330.32333778286596,22.86948679439605,177,317
72,5.0,371.92203439483876,24.725234556188067,209,377
72,6.0,299.26663982590776,23.321922903060397,300,607
72,7.0,367.89871615313,23.465715670056277,200,346
72,8.0,309.11739746639296,25.625121192459524,202,478
73,1.0,309.76511919576296,23.737669987349776,211,408
73,2.0,276.30745746341563,23.644430821809642,142,340
73,3.0,341.1636029411859,22.70207911049588,197,488
73,4.0,319.4617989418257,22.771648269780453,141,284
73,5.0,294.15572549153376,23.47468386238937,288,489
73,6.0,280.76977923295937,24.101161701613393,117,292
73,7.0,304.45376967620075,23.70122110050407,161,343
73,8.0,305.76428663423616,25.500450075614395,245,570
74,1.0,405.91253975594066,25.09509640819425,197,530
74,2.0,344.21464228202206,26.14429536110632,133,346
74,3.0,415.62014225460837,27.747407050028965,163,383
74,4.0,392.12379227053907,27.90459216234876,121,320
74,5.0,347.29050925928277,28.367504023754023,154,293
74,6.0,297.10920295296035,26.872404113877128,136,292
74,7.0,291.0141601277904,27.12999846340889,160,299
74,8.0,393.16602564105375,26.29876700680272,89,200
75,1.0,313.2416795287455,22.446248355601313,162,295
75,2.0,319.19691660857,22.346792262102582,150,267
75,3.0,315.66029885383875,22.63678484439737,169,296
75,4.0,301.9606803804521,22.746599618274914,164,338
75,5.0,297.8799218874709,22.537086967272074,162,313
75,6.0,271.77383005956995,22.521410300993406,175,414
75,7.0,302.13340517241414,23.627731183951482,146,282
75,8.0,270.64057692306653,23.882462579930696,154,282
76,1.0,338.83056398293957,22.975096795670236,291,411
76,2.0,325.73041213769017,24.158635711122308,226,347
76,3.0,338.8896440196289,24.342111920177782,176,360
76,4.0,328.1959366281284,23.051214304677828,184,318
76,5.0,324.85519912807615,23.573223019307928,303,544
76,6.0,344.9976851851895,24.044761705274688,169,291
76,7.0,299.88811154944943,22.620785689535687,195,344
76,8.0,285.8199143521212,29.921043395681078,147,228
77,1.0,413.6955425561103,22.45264742315559,160,188
77,2.0,353.35023785092255,24.570730173375757,188,294
77,3.0,340.4709139784893,22.734648489741218,242,457
77,4.0,346.90464151619955,23.048979949254374,173,336
77,5.0,286.80076314422786,23.492379048706862,258,422
77,6.0,328.33217766637205,23.338028307792396,164,332
77,7.0,280.75101267541896,22.912816732197467,202,387
77,8.0,278.26851422388296,23.821401918976544,151,267
78,1.0,355.9002149877263,43.2425283446712,175,240
78,2.0,336.39703615099086,22.71459994683679,154,192
78,3.0,293.3402591443046,23.076997546686574,227,356
78,4.0,291.94811516153885,22.24389097744361,173,244
78,5.0,282.66475956438967,24.23715423920342,200,433
78,6.0,306.46352936979974,23.706638498683056,144,290
78,7.0,280.70117866005455,23.587151397512198,198,341
78,8.0,249.7891542715439,23.838297396661368,131,249
79,1.0,376.00895557992834,25.39695019798216,272,555
79,2.0,379.98223313267016,24.27888989465233,245,525
79,3.0,338.1520101044359,25.098160386621927,274,601
79,4.0,353.10880707049625,25.347046298897702,189,424
79,5.0,318.11782191764064,25.60225538824432,213,444
79,6.0,319.467233299301,28.43507722270263,154,338
79,7.0,311.1403860028938,25.224608053237084,171,341
79,8.0,283.0560897435843,25.77737656051307,178,351
80,1.0,302.89453277615894,23.024282439502883,203,441
80,2.0,316.3392316017425,24.167620701611746,133,223
80,3.0,311.50310496794464,23.549311482978936,161,335
80,4.0,277.6243013452034,24.077211747201886,112,253
80,5.0,292.33878027587895,23.28675124379805,240,501
80,6.0,285.05649766901377,23.922978490220636,243,497
80,7.0,298.7029511369068,24.66579053000932,223,400
80,8.0,326.30859623399164,23.735097935387778,223,472
81,1.0,361.4494693172406,22.826874393280715,112,183
81,2.0,367.51808608057513,22.798551693404633,116,208
81,3.0,352.6182950191368,22.50448361162647,95,143
81,4.0,408.024084595962,23.09411324214042,108,197
81,5.0,353.55324675325136,24.100172446136725,150,279
81,6.0,450.91274671051576,23.020661714597246,124,207
81,7.0,430.377246732,22.91912366912367,119,222
81,8.0,328.8871233859299,24.72086867530997,168,322
